date,appliances_energy,avg_temp_c,avg_humidity
2016-01-12 01:50:00,50,5.18333333333333,92.0
2016-01-12 02:00:00,40,5.2,92.0
2016-01-12 02:10:00,50,5.133333333333329,92.0
2016-01-12 02:20:00,50,5.06666666666667,92.0
2016-01-12 02:30:00,50,5.0,92.0
2016-01-12 02:40:00,40,4.93333333333333,92.0
2016-01-12 02:50:00,40,4.86666666666667,92.0
2016-01-12 03:00:00,30,4.8,92.0
2016-01-12 03:10:00,20,4.81666666666667,92.1666666666667
2016-01-12 03:20:00,20,4.8333333333333295,92.3333333333333
2016-01-12 03:30:00,40,4.85,92.5
2016-01-12 03:40:00,50,4.86666666666667,92.6666666666667
2016-01-12 03:50:00,50,4.883333333333329,92.8333333333333
2016-01-12 04:00:00,40,4.9,93.0
2016-01-12 04:10:00,50,4.91666666666667,92.6666666666667
2016-01-12 04:20:00,40,4.93333333333333,92.3333333333333
2016-01-12 04:30:00,40,4.95,92.0
2016-01-12 04:40:00,40,4.96666666666667,91.6666666666667
2016-01-12 04:50:00,60,4.98333333333333,91.3333333333333
2016-01-12 05:00:00,50,5.0,91.0
2016-01-12 05:10:00,50,4.98333333333333,91.6666666666667
2016-01-12 05:20:00,40,4.96666666666667,92.3333333333333
2016-01-12 05:30:00,40,4.95,93.0
2016-01-12 05:40:00,40,4.93333333333333,93.6666666666667
2016-01-12 05:50:00,40,4.91666666666667,94.3333333333333
2016-01-12 06:00:00,50,4.9,95.0
2016-01-12 06:10:00,70,4.93333333333333,94.6666666666667
2016-01-12 06:20:00,40,4.96666666666667,94.3333333333333
2016-01-12 06:30:00,30,5.0,94.0
2016-01-12 06:40:00,20,5.03333333333333,93.6666666666667
2016-01-12 06:50:00,30,5.06666666666667,93.3333333333333
2016-01-12 07:00:00,40,5.1,93.0
2016-01-12 07:10:00,50,5.1,92.6666666666667
2016-01-12 07:20:00,60,5.1,92.3333333333333
2016-01-12 07:30:00,60,5.1,92.0
2016-01-12 07:40:00,70,5.1,91.6666666666667
2016-01-12 07:50:00,60,5.1,91.3333333333333
2016-01-12 08:00:00,140,5.1,91.0
2016-01-12 08:10:00,110,5.05,91.0
2016-01-12 08:20:00,90,5.0,91.0
2016-01-12 08:30:00,60,4.95,91.0
2016-01-12 08:40:00,60,4.9,91.0
2016-01-12 08:50:00,60,4.85,91.0
2016-01-12 09:00:00,50,4.8,91.0
2016-01-12 09:10:00,60,4.883333333333329,91.0
2016-01-12 09:20:00,50,4.96666666666667,91.0
2016-01-12 09:30:00,30,5.05,91.0
2016-01-12 09:40:00,40,5.133333333333329,91.0
2016-01-12 09:50:00,30,5.21666666666667,91.0
2016-01-12 10:00:00,260,5.3,91.0
2016-01-12 10:10:00,500,5.48333333333333,90.1666666666667
2016-01-12 10:20:00,450,5.66666666666667,89.3333333333333
2016-01-12 10:30:00,50,5.85,88.5
2016-01-12 10:40:00,60,6.03333333333333,87.6666666666667
2016-01-12 10:50:00,60,6.21666666666667,86.8333333333333
2016-01-12 11:00:00,50,6.4,86.0
2016-01-12 11:10:00,50,6.5,85.1666666666667
2016-01-12 11:20:00,50,6.6,84.3333333333333
2016-01-12 11:30:00,60,6.7,83.5
2016-01-12 11:40:00,60,6.8,82.6666666666667
2016-01-12 11:50:00,60,6.9,81.8333333333333
2016-01-12 12:00:00,60,7.0,81.0
2016-01-12 12:10:00,190,7.0833333333333295,80.6666666666667
2016-01-12 12:20:00,220,7.16666666666667,80.3333333333333
2016-01-12 12:30:00,170,7.25,80.0
2016-01-12 12:40:00,390,7.3333333333333295,79.6666666666667
2016-01-12 12:50:00,90,7.416666666666669,79.3333333333333
2016-01-12 13:00:00,60,7.5,79.0
2016-01-12 13:10:00,290,7.416666666666669,79.3333333333333
2016-01-12 13:20:00,130,7.3333333333333295,79.6666666666667
2016-01-12 13:30:00,140,7.25,80.0
2016-01-12 13:40:00,240,7.16666666666667,80.3333333333333
2016-01-12 13:50:00,50,7.0833333333333295,80.6666666666667
2016-01-12 14:00:00,60,7.0,81.0
2016-01-12 14:10:00,60,6.98333333333333,80.1666666666667
2016-01-12 14:20:00,60,6.96666666666667,79.3333333333333
2016-01-12 14:30:00,370,6.95,78.5
2016-01-12 14:40:00,200,6.93333333333333,77.6666666666667
2016-01-12 14:50:00,70,6.91666666666667,76.8333333333333
2016-01-12 15:00:00,50,6.9,76.0
2016-01-12 15:10:00,40,6.8,77.0
2016-01-12 15:20:00,40,6.7,78.0
2016-01-12 15:30:00,30,6.6,79.0
2016-01-12 15:40:00,30,6.5,80.0
2016-01-12 15:50:00,30,6.4,81.0
2016-01-12 16:00:00,30,6.3,82.0
2016-01-12 16:10:00,40,6.3333333333333295,80.8333333333333
2016-01-12 16:20:00,50,6.36666666666667,79.6666666666667
2016-01-12 16:30:00,40,6.4,78.5
2016-01-12 16:40:00,40,6.43333333333333,77.3333333333333
2016-01-12 16:50:00,40,6.46666666666667,76.1666666666667
2016-01-12 17:00:00,60,6.5,75.0
2016-01-12 17:10:00,60,6.31666666666667,76.6666666666667
2016-01-12 17:20:00,210,6.133333333333329,78.3333333333333
2016-01-12 17:30:00,380,5.95,80.0
2016-01-12 17:40:00,370,5.76666666666667,81.6666666666667
2016-01-12 17:50:00,230,5.5833333333333295,83.3333333333333
2016-01-12 18:00:00,80,5.4,85.0
2016-01-12 18:10:00,90,5.3,86.0
2016-01-12 18:20:00,70,5.2,87.0
2016-01-12 18:30:00,40,5.1,88.0
2016-01-12 18:40:00,40,5.0,89.0
2016-01-12 18:50:00,30,4.9,90.0
2016-01-12 19:00:00,50,4.8,91.0
2016-01-12 19:10:00,50,4.75,91.3333333333333
2016-01-12 19:20:00,60,4.7,91.6666666666667
2016-01-12 19:30:00,50,4.65,92.0
2016-01-12 19:40:00,60,4.6,92.3333333333333
2016-01-12 19:50:00,60,4.55,92.6666666666667
2016-01-12 20:00:00,60,4.5,93.0
2016-01-12 20:10:00,50,4.53333333333333,92.6666666666667
2016-01-12 20:20:00,50,4.56666666666667,92.3333333333333
2016-01-12 20:30:00,50,4.6,92.0
2016-01-12 20:40:00,50,4.633333333333329,91.6666666666667
2016-01-12 20:50:00,50,4.66666666666667,91.3333333333333
2016-01-12 21:00:00,60,4.7,91.0
2016-01-12 21:10:00,60,4.8,90.5
2016-01-12 21:20:00,40,4.9,90.0
2016-01-12 21:30:00,30,5.0,89.5
2016-01-12 21:40:00,30,5.1,89.0
2016-01-12 21:50:00,30,5.2,88.5
2016-01-12 22:00:00,40,5.3,88.0
2016-01-12 22:10:00,50,5.3333333333333295,87.3333333333333
2016-01-12 22:20:00,50,5.36666666666667,86.6666666666667
2016-01-12 22:30:00,50,5.4,86.0
2016-01-12 22:40:00,40,5.43333333333333,85.3333333333333
2016-01-12 22:50:00,50,5.46666666666667,84.6666666666667
2016-01-12 23:00:00,40,5.5,84.0
2016-01-12 23:10:00,40,5.5833333333333295,83.3333333333333
2016-01-12 23:20:00,40,5.66666666666667,82.6666666666667
2016-01-12 23:30:00,40,5.75,82.0
2016-01-12 23:40:00,50,5.8333333333333295,81.3333333333333
2016-01-12 23:50:00,50,5.91666666666667,80.6666666666667
2016-01-13 00:00:00,50,6.0,80.0
2016-01-13 00:10:00,30,5.883333333333329,81.3333333333333
2016-01-13 00:20:00,20,5.76666666666667,82.6666666666667
2016-01-13 00:30:00,30,5.65,84.0
2016-01-13 00:40:00,20,5.53333333333333,85.3333333333333
2016-01-13 00:50:00,40,5.41666666666667,86.6666666666667
2016-01-13 01:00:00,50,5.3,88.0
2016-01-13 01:10:00,60,5.3,88.5
2016-01-13 01:20:00,50,5.3,89.0
2016-01-13 01:30:00,40,5.3,89.5
2016-01-13 01:40:00,40,5.3,90.0
2016-01-13 01:50:00,50,5.3,90.5
2016-01-13 02:00:00,40,5.3,91.0
2016-01-13 02:10:00,40,5.3333333333333295,90.6666666666667
2016-01-13 02:20:00,50,5.36666666666667,90.3333333333333
2016-01-13 02:30:00,50,5.4,90.0
2016-01-13 02:40:00,50,5.43333333333333,89.6666666666667
2016-01-13 02:50:00,40,5.46666666666667,89.3333333333333
2016-01-13 03:00:00,30,5.5,89.0
2016-01-13 03:10:00,20,5.48333333333333,89.0
2016-01-13 03:20:00,20,5.46666666666667,89.0
2016-01-13 03:30:00,20,5.45,89.0
2016-01-13 03:40:00,50,5.43333333333333,89.0
2016-01-13 03:50:00,50,5.41666666666667,89.0
2016-01-13 04:00:00,50,5.4,89.0
2016-01-13 04:10:00,40,5.36666666666667,89.1666666666667
2016-01-13 04:20:00,40,5.3333333333333295,89.3333333333333
2016-01-13 04:30:00,50,5.3,89.5
2016-01-13 04:40:00,40,5.26666666666667,89.6666666666667
2016-01-13 04:50:00,50,5.23333333333333,89.8333333333333
2016-01-13 05:00:00,50,5.2,90.0
2016-01-13 05:10:00,50,5.16666666666667,90.0
2016-01-13 05:20:00,40,5.133333333333329,90.0
2016-01-13 05:30:00,40,5.1,90.0
2016-01-13 05:40:00,50,5.06666666666667,90.0
2016-01-13 05:50:00,20,5.03333333333333,90.0
2016-01-13 06:00:00,20,5.0,90.0
2016-01-13 06:10:00,50,5.01666666666667,89.8333333333333
2016-01-13 06:20:00,30,5.03333333333333,89.6666666666667
2016-01-13 06:30:00,50,5.05,89.5
2016-01-13 06:40:00,50,5.06666666666667,89.3333333333333
2016-01-13 06:50:00,200,5.0833333333333295,89.1666666666667
2016-01-13 07:00:00,110,5.1,89.0
2016-01-13 07:10:00,80,5.0833333333333295,89.1666666666667
2016-01-13 07:20:00,50,5.06666666666667,89.3333333333333
2016-01-13 07:30:00,50,5.05,89.5
2016-01-13 07:40:00,50,5.03333333333333,89.6666666666667
2016-01-13 07:50:00,40,5.01666666666667,89.8333333333333
2016-01-13 08:00:00,40,5.0,90.0
2016-01-13 08:10:00,30,5.0,89.6666666666667
2016-01-13 08:20:00,180,5.0,89.3333333333333
2016-01-13 08:30:00,350,5.0,89.0
2016-01-13 08:40:00,350,5.0,88.6666666666667
2016-01-13 08:50:00,300,5.0,88.3333333333333
2016-01-13 09:00:00,400,5.0,88.0
2016-01-13 09:10:00,390,5.0,88.0
2016-01-13 09:20:00,290,5.0,88.0
2016-01-13 09:30:00,60,5.0,88.0
2016-01-13 09:40:00,70,5.0,88.0
2016-01-13 09:50:00,110,5.0,88.0
2016-01-13 10:00:00,90,5.0,88.0
2016-01-13 10:10:00,60,5.0833333333333295,86.8333333333333
2016-01-13 10:20:00,70,5.16666666666667,85.6666666666667
2016-01-13 10:30:00,80,5.25,84.5
2016-01-13 10:40:00,60,5.3333333333333295,83.3333333333333
2016-01-13 10:50:00,40,5.41666666666667,82.1666666666667
2016-01-13 11:00:00,30,5.5,81.0
2016-01-13 11:10:00,70,5.5833333333333295,80.1666666666667
2016-01-13 11:20:00,50,5.66666666666667,79.3333333333333
2016-01-13 11:30:00,80,5.75,78.5
2016-01-13 11:40:00,80,5.8333333333333295,77.6666666666667
2016-01-13 11:50:00,50,5.91666666666667,76.8333333333333
2016-01-13 12:00:00,40,6.0,76.0
2016-01-13 12:10:00,50,5.91666666666667,76.3333333333333
2016-01-13 12:20:00,40,5.8333333333333295,76.6666666666667
2016-01-13 12:30:00,40,5.75,77.0
2016-01-13 12:40:00,50,5.66666666666667,77.3333333333333
2016-01-13 12:50:00,30,5.5833333333333295,77.6666666666667
2016-01-13 13:00:00,30,5.5,78.0
2016-01-13 13:10:00,20,5.73333333333333,76.8333333333333
2016-01-13 13:20:00,20,5.96666666666667,75.6666666666667
2016-01-13 13:30:00,50,6.2,74.5
2016-01-13 13:40:00,40,6.43333333333333,73.3333333333333
2016-01-13 13:50:00,50,6.66666666666667,72.1666666666667
2016-01-13 14:00:00,40,6.9,71.0
2016-01-13 14:10:00,60,6.8,70.6666666666667
2016-01-13 14:20:00,40,6.7,70.3333333333333
2016-01-13 14:30:00,40,6.6,70.0
2016-01-13 14:40:00,50,6.5,69.6666666666667
2016-01-13 14:50:00,40,6.4,69.3333333333333
2016-01-13 15:00:00,40,6.3,69.0
2016-01-13 15:10:00,30,6.31666666666667,68.0
2016-01-13 15:20:00,30,6.3333333333333295,67.0
2016-01-13 15:30:00,30,6.35,66.0
2016-01-13 15:40:00,40,6.36666666666667,65.0
2016-01-13 15:50:00,80,6.383333333333329,64.0
2016-01-13 16:00:00,70,6.4,63.0
2016-01-13 16:10:00,80,6.16666666666667,64.3333333333333
2016-01-13 16:20:00,70,5.93333333333333,65.6666666666667
2016-01-13 16:30:00,80,5.7,67.0
2016-01-13 16:40:00,80,5.46666666666667,68.3333333333333
2016-01-13 16:50:00,100,5.23333333333333,69.6666666666667
2016-01-13 17:00:00,90,5.0,71.0
2016-01-13 17:10:00,100,4.78333333333333,72.0
2016-01-13 17:20:00,90,4.56666666666667,73.0
2016-01-13 17:30:00,110,4.35,74.0
2016-01-13 17:40:00,90,4.133333333333329,75.0
2016-01-13 17:50:00,100,3.9166666666666705,76.0
2016-01-13 18:00:00,100,3.7,77.0
2016-01-13 18:10:00,110,3.53333333333333,79.0
2016-01-13 18:20:00,100,3.36666666666667,81.0
2016-01-13 18:30:00,90,3.2,83.0
2016-01-13 18:40:00,90,3.03333333333333,85.0
2016-01-13 18:50:00,180,2.86666666666667,87.0
2016-01-13 19:00:00,140,2.7,89.0
2016-01-13 19:10:00,100,2.78333333333333,88.8333333333333
2016-01-13 19:20:00,110,2.86666666666667,88.6666666666667
2016-01-13 19:30:00,340,2.95,88.5
2016-01-13 19:40:00,380,3.03333333333333,88.3333333333333
2016-01-13 19:50:00,210,3.11666666666667,88.1666666666667
2016-01-13 20:00:00,150,3.2,88.0
2016-01-13 20:10:00,330,3.16666666666667,88.1666666666667
2016-01-13 20:20:00,420,3.13333333333333,88.3333333333333
2016-01-13 20:30:00,330,3.1,88.5
2016-01-13 20:40:00,130,3.06666666666667,88.6666666666667
2016-01-13 20:50:00,130,3.03333333333333,88.8333333333333
2016-01-13 21:00:00,110,3.0,89.0
2016-01-13 21:10:00,250,2.95,88.8333333333333
2016-01-13 21:20:00,520,2.9,88.6666666666667
2016-01-13 21:30:00,360,2.85,88.5
2016-01-13 21:40:00,330,2.8,88.3333333333333
2016-01-13 21:50:00,310,2.75,88.1666666666667
2016-01-13 22:00:00,270,2.7,88.0
2016-01-13 22:10:00,230,2.78333333333333,87.6666666666667
2016-01-13 22:20:00,170,2.86666666666667,87.3333333333333
2016-01-13 22:30:00,60,2.95,87.0
2016-01-13 22:40:00,30,3.03333333333333,86.6666666666667
2016-01-13 22:50:00,30,3.11666666666667,86.3333333333333
2016-01-13 23:00:00,30,3.2,86.0
2016-01-13 23:10:00,40,3.13333333333333,86.5
2016-01-13 23:20:00,50,3.06666666666667,87.0
2016-01-13 23:30:00,50,3.0,87.5
2016-01-13 23:40:00,40,2.93333333333333,88.0
2016-01-13 23:50:00,40,2.86666666666667,88.5
2016-01-14 00:00:00,50,2.8,89.0
2016-01-14 00:10:00,50,2.81666666666667,89.1666666666667
2016-01-14 00:20:00,40,2.8333333333333295,89.3333333333333
2016-01-14 00:30:00,60,2.85,89.5
2016-01-14 00:40:00,40,2.86666666666667,89.6666666666667
2016-01-14 00:50:00,40,2.88333333333333,89.8333333333333
2016-01-14 01:00:00,50,2.9,90.0
2016-01-14 01:10:00,40,2.88333333333333,90.5
2016-01-14 01:20:00,30,2.86666666666667,91.0
2016-01-14 01:30:00,30,2.85,91.5
2016-01-14 01:40:00,30,2.8333333333333295,92.0
2016-01-14 01:50:00,40,2.81666666666667,92.5
2016-01-14 02:00:00,40,2.8,93.0
2016-01-14 02:10:00,50,2.86666666666667,92.3333333333333
2016-01-14 02:20:00,40,2.93333333333333,91.6666666666667
2016-01-14 02:30:00,40,3.0,91.0
2016-01-14 02:40:00,40,3.06666666666667,90.3333333333333
2016-01-14 02:50:00,50,3.13333333333333,89.6666666666667
2016-01-14 03:00:00,50,3.2,89.0
2016-01-14 03:10:00,50,3.2333333333333294,89.0
2016-01-14 03:20:00,40,3.2666666666666706,89.0
2016-01-14 03:30:00,50,3.3,89.0
2016-01-14 03:40:00,40,3.3333333333333295,89.0
2016-01-14 03:50:00,40,3.36666666666667,89.0
2016-01-14 04:00:00,20,3.4,89.0
2016-01-14 04:10:00,30,3.38333333333333,89.1666666666667
2016-01-14 04:20:00,30,3.36666666666667,89.3333333333333
2016-01-14 04:30:00,40,3.35,89.5
2016-01-14 04:40:00,50,3.3333333333333295,89.6666666666667
2016-01-14 04:50:00,40,3.31666666666667,89.8333333333333
2016-01-14 05:00:00,40,3.3,90.0
2016-01-14 05:10:00,50,3.31666666666667,90.0
2016-01-14 05:20:00,40,3.3333333333333295,90.0
2016-01-14 05:30:00,50,3.35,90.0
2016-01-14 05:40:00,50,3.36666666666667,90.0
2016-01-14 05:50:00,40,3.38333333333333,90.0
2016-01-14 06:00:00,50,3.4,90.0
2016-01-14 06:10:00,40,3.5,89.8333333333333
2016-01-14 06:20:00,40,3.6,89.6666666666667
2016-01-14 06:30:00,40,3.7,89.5
2016-01-14 06:40:00,40,3.8,89.3333333333333
2016-01-14 06:50:00,30,3.9,89.1666666666667
2016-01-14 07:00:00,70,4.0,89.0
2016-01-14 07:10:00,360,3.95,89.5
2016-01-14 07:20:00,400,3.9,90.0
2016-01-14 07:30:00,70,3.85,90.5
2016-01-14 07:40:00,70,3.8,91.0
2016-01-14 07:50:00,390,3.75,91.5
2016-01-14 08:00:00,100,3.7,92.0
2016-01-14 08:10:00,80,3.3,93.0
2016-01-14 08:20:00,70,2.9,94.0
2016-01-14 08:30:00,170,2.5,95.0
2016-01-14 08:40:00,360,2.1,96.0
2016-01-14 08:50:00,180,1.7,97.0
2016-01-14 09:00:00,130,1.3,98.0
2016-01-14 09:10:00,70,1.4,97.5
2016-01-14 09:20:00,70,1.5,97.0
2016-01-14 09:30:00,180,1.6,96.5
2016-01-14 09:40:00,170,1.7,96.0
2016-01-14 09:50:00,390,1.8,95.5
2016-01-14 10:00:00,420,1.9,95.0
2016-01-14 10:10:00,340,1.9666666666666697,94.6666666666667
2016-01-14 10:20:00,550,2.03333333333333,94.3333333333333
2016-01-14 10:30:00,690,2.1,94.0
2016-01-14 10:40:00,620,2.16666666666667,93.6666666666667
2016-01-14 10:50:00,610,2.2333333333333294,93.3333333333333
2016-01-14 11:00:00,490,2.3,93.0
2016-01-14 11:10:00,260,2.4,92.8333333333333
2016-01-14 11:20:00,240,2.5,92.6666666666667
2016-01-14 11:30:00,220,2.6,92.5
2016-01-14 11:40:00,130,2.7,92.3333333333333
2016-01-14 11:50:00,90,2.8,92.1666666666667
2016-01-14 12:00:00,290,2.9,92.0
2016-01-14 12:10:00,410,3.11666666666667,91.3333333333333
2016-01-14 12:20:00,320,3.3333333333333295,90.6666666666667
2016-01-14 12:30:00,260,3.55,90.0
2016-01-14 12:40:00,210,3.7666666666666706,89.3333333333333
2016-01-14 12:50:00,210,3.9833333333333294,88.6666666666667
2016-01-14 13:00:00,140,4.2,88.0
2016-01-14 13:10:00,60,4.3,87.5
2016-01-14 13:20:00,50,4.4,87.0
2016-01-14 13:30:00,60,4.5,86.5
2016-01-14 13:40:00,50,4.6,86.0
2016-01-14 13:50:00,60,4.7,85.5
2016-01-14 14:00:00,140,4.8,85.0
2016-01-14 14:10:00,270,4.91666666666667,84.8333333333333
2016-01-14 14:20:00,200,5.03333333333333,84.6666666666667
2016-01-14 14:30:00,60,5.15,84.5
2016-01-14 14:40:00,50,5.26666666666667,84.3333333333333
2016-01-14 14:50:00,60,5.383333333333329,84.1666666666667
2016-01-14 15:00:00,80,5.5,84.0
2016-01-14 15:10:00,50,5.48333333333333,83.1666666666667
2016-01-14 15:20:00,40,5.46666666666667,82.3333333333333
2016-01-14 15:30:00,50,5.45,81.5
2016-01-14 15:40:00,50,5.43333333333333,80.6666666666667
2016-01-14 15:50:00,40,5.41666666666667,79.8333333333333
2016-01-14 16:00:00,30,5.4,79.0
2016-01-14 16:10:00,30,5.26666666666667,78.5
2016-01-14 16:20:00,200,5.133333333333329,78.0
2016-01-14 16:30:00,450,5.0,77.5
2016-01-14 16:40:00,400,4.86666666666667,77.0
2016-01-14 16:50:00,740,4.73333333333333,76.5
2016-01-14 17:00:00,910,4.6,76.0
2016-01-14 17:10:00,610,4.5833333333333295,76.0
2016-01-14 17:20:00,510,4.56666666666667,76.0
2016-01-14 17:30:00,190,4.55,76.0
2016-01-14 17:40:00,110,4.53333333333333,76.0
2016-01-14 17:50:00,100,4.51666666666667,76.0
2016-01-14 18:00:00,90,4.5,76.0
2016-01-14 18:10:00,110,4.41666666666667,76.1666666666667
2016-01-14 18:20:00,100,4.3333333333333295,76.3333333333333
2016-01-14 18:30:00,110,4.25,76.5
2016-01-14 18:40:00,100,4.16666666666667,76.6666666666667
2016-01-14 18:50:00,790,4.0833333333333295,76.8333333333333
2016-01-14 19:00:00,380,4.0,77.0
2016-01-14 19:10:00,360,3.9,78.5
2016-01-14 19:20:00,360,3.8,80.0
2016-01-14 19:30:00,100,3.7,81.5
2016-01-14 19:40:00,100,3.6,83.0
2016-01-14 19:50:00,90,3.5,84.5
2016-01-14 20:00:00,90,3.4,86.0
2016-01-14 20:10:00,110,3.5,83.3333333333333
2016-01-14 20:20:00,140,3.6,80.6666666666667
2016-01-14 20:30:00,110,3.7,78.0
2016-01-14 20:40:00,100,3.8,75.3333333333333
2016-01-14 20:50:00,110,3.9,72.6666666666667
2016-01-14 21:00:00,130,4.0,70.0
2016-01-14 21:10:00,140,3.9166666666666705,70.0
2016-01-14 21:20:00,130,3.8333333333333295,70.0
2016-01-14 21:30:00,120,3.75,70.0
2016-01-14 21:40:00,100,3.6666666666666705,70.0
2016-01-14 21:50:00,80,3.5833333333333295,70.0
2016-01-14 22:00:00,50,3.5,70.0
2016-01-14 22:10:00,50,3.15,73.6666666666667
2016-01-14 22:20:00,50,2.8,77.3333333333333
2016-01-14 22:30:00,40,2.45,81.0
2016-01-14 22:40:00,50,2.1,84.6666666666667
2016-01-14 22:50:00,50,1.75,88.3333333333333
2016-01-14 23:00:00,50,1.4,92.0
2016-01-14 23:10:00,40,1.3,92.3333333333333
2016-01-14 23:20:00,30,1.2,92.6666666666667
2016-01-14 23:30:00,30,1.1,93.0
2016-01-14 23:40:00,40,1.0,93.3333333333333
2016-01-14 23:50:00,40,0.9,93.6666666666667
2016-01-15 00:00:00,50,0.8,94.0
2016-01-15 00:10:00,60,0.666666666666667,95.0
2016-01-15 00:20:00,50,0.533333333333333,96.0
2016-01-15 00:30:00,60,0.4,97.0
2016-01-15 00:40:00,50,0.266666666666667,98.0
2016-01-15 00:50:00,50,0.133333333333333,99.0
2016-01-15 01:00:00,50,0.0,100.0
2016-01-15 01:10:00,50,0.0666666666666667,99.8333333333333
2016-01-15 01:20:00,50,0.133333333333333,99.6666666666667
2016-01-15 01:30:00,50,0.2,99.5
2016-01-15 01:40:00,60,0.266666666666667,99.3333333333333
2016-01-15 01:50:00,50,0.333333333333333,99.1666666666667
2016-01-15 02:00:00,50,0.4,99.0
2016-01-15 02:10:00,50,0.55,97.8333333333333
2016-01-15 02:20:00,50,0.7,96.6666666666667
2016-01-15 02:30:00,40,0.85,95.5
2016-01-15 02:40:00,50,1.0,94.3333333333333
2016-01-15 02:50:00,40,1.15,93.1666666666667
2016-01-15 03:00:00,30,1.3,92.0
2016-01-15 03:10:00,40,1.53333333333333,90.5
2016-01-15 03:20:00,30,1.76666666666667,89.0
2016-01-15 03:30:00,60,2.0,87.5
2016-01-15 03:40:00,50,2.2333333333333294,86.0
2016-01-15 03:50:00,50,2.4666666666666694,84.5
2016-01-15 04:00:00,40,2.7,83.0
2016-01-15 04:10:00,50,2.75,81.8333333333333
2016-01-15 04:20:00,60,2.8,80.6666666666667
2016-01-15 04:30:00,50,2.85,79.5
2016-01-15 04:40:00,50,2.9,78.3333333333333
2016-01-15 04:50:00,50,2.95,77.1666666666667
2016-01-15 05:00:00,50,3.0,76.0
2016-01-15 05:10:00,40,3.03333333333333,75.3333333333333
2016-01-15 05:20:00,50,3.06666666666667,74.6666666666667
2016-01-15 05:30:00,50,3.1,74.0
2016-01-15 05:40:00,50,3.13333333333333,73.3333333333333
2016-01-15 05:50:00,60,3.16666666666667,72.6666666666667
2016-01-15 06:00:00,50,3.2,72.0
2016-01-15 06:10:00,40,3.2,72.6666666666667
2016-01-15 06:20:00,50,3.2,73.3333333333333
2016-01-15 06:30:00,50,3.2,74.0
2016-01-15 06:40:00,50,3.2,74.6666666666667
2016-01-15 06:50:00,30,3.2,75.3333333333333
2016-01-15 07:00:00,70,3.2,76.0
2016-01-15 07:10:00,50,3.2,76.3333333333333
2016-01-15 07:20:00,50,3.2,76.6666666666667
2016-01-15 07:30:00,50,3.2,77.0
2016-01-15 07:40:00,50,3.2,77.3333333333333
2016-01-15 07:50:00,40,3.2,77.6666666666667
2016-01-15 08:00:00,50,3.2,78.0
2016-01-15 08:10:00,50,3.2,78.3333333333333
2016-01-15 08:20:00,150,3.2,78.6666666666667
